query_id,config,is_refusal,em,f1
test1734,config2_dense_rerank,0,1,1.0
test1751,config2_dense_rerank,0,0,0.2162
test1754,config2_dense_rerank,1,,
test1760,config2_dense_rerank,1,0,0.0
test1765,config2_dense_rerank,0,0,0.1714
test1780,config2_dense_rerank,0,0,0.0
test1794,config2_dense_rerank,0,,
test1809,config2_dense_rerank,0,,
test1815,config2_dense_rerank,0,0,0.6133
test1837,config2_dense_rerank,1,0,0.0
test1839,config2_dense_rerank,0,0,0.2222
test1849,config2_dense_rerank,0,0,0.1875
test1857,config2_dense_rerank,1,0,0.1429
test1858,config2_dense_rerank,0,0,0.1379
test1863,config2_dense_rerank,0,,
test1872,config2_dense_rerank,1,,
test1877,config2_dense_rerank,1,0,0.0952
test1879,config2_dense_rerank,0,0,0.5455
test1881,config2_dense_rerank,0,0,0.0667
test1893,config2_dense_rerank,0,,
test1894,config2_dense_rerank,1,0,0.0
test1912,config2_dense_rerank,0,1,1.0
test1917,config2_dense_rerank,1,0,0.0
test1936,config2_dense_rerank,0,0,0.2
test1937,config2_dense_rerank,1,0,0.1176
test1946,config2_dense_rerank,0,0,0.2857
test1952,config2_dense_rerank,0,0,0.7368
test1971,config2_dense_rerank,0,0,0.3529
test1988,config2_dense_rerank,0,,
test1989,config2_dense_rerank,0,1,1.0
test1990,config2_dense_rerank,1,0,0.0
test1993,config2_dense_rerank,1,,
test2001,config2_dense_rerank,0,,
test2021,config2_dense_rerank,1,0,0.0
test2044,config2_dense_rerank,0,0,0.2
test2050,config2_dense_rerank,0,0,0.0476
test2059,config2_dense_rerank,0,1,1.0
test2069,config2_dense_rerank,1,0,0.0
test2070,config2_dense_rerank,0,0,0.2105
test2072,config2_dense_rerank,0,0,0.5
test2079,config2_dense_rerank,0,1,1.0
test2080,config2_dense_rerank,0,,
test2087,config2_dense_rerank,0,0,0.0465
test2105,config2_dense_rerank,0,0,1.0
test2119,config2_dense_rerank,0,0,0.2222
test2141,config2_dense_rerank,1,0,0.1333
test2161,config2_dense_rerank,0,0,0.0541
test2166,config2_dense_rerank,0,1,1.0
test2167,config2_dense_rerank,0,,
test2172,config2_dense_rerank,0,1,1.0
test2175,config2_dense_rerank,0,0,0.1481
test2181,config2_dense_rerank,0,,
test2187,config2_dense_rerank,0,,
test2196,config2_dense_rerank,0,,
test2199,config2_dense_rerank,1,,
test2202,config2_dense_rerank,1,0,0.2727
test2207,config2_dense_rerank,0,0,0.0625
test2208,config2_dense_rerank,0,0,0.4762
test2209,config2_dense_rerank,1,,
test2214,config2_dense_rerank,0,0,0.1429
test2220,config2_dense_rerank,0,,
test2225,config2_dense_rerank,0,0,0.0
test2232,config2_dense_rerank,1,0,0.0
test2233,config2_dense_rerank,0,0,0.16
test2234,config2_dense_rerank,1,0,0.0
test2251,config2_dense_rerank,0,0,0.1176
test2254,config2_dense_rerank,0,0,0.8
test2259,config2_dense_rerank,1,,
test2261,config2_dense_rerank,0,0,0.56
test2263,config2_dense_rerank,1,0,0.0
test2266,config2_dense_rerank,0,0,0.2143
test2268,config2_dense_rerank,0,0,0.6667
test2271,config2_dense_rerank,0,1,1.0
test2276,config2_dense_rerank,0,,
test2281,config2_dense_rerank,0,0,0.3871
test2293,config2_dense_rerank,0,0,0.25
test2297,config2_dense_rerank,0,0,0.4286
test2298,config2_dense_rerank,0,0,0.4286
test2299,config2_dense_rerank,0,1,1.0
test2306,config2_dense_rerank,1,0,0.0
test2315,config2_dense_rerank,0,0,0.4
test2323,config2_dense_rerank,0,0,0.7442
test2333,config2_dense_rerank,1,0,0.0
test2338,config2_dense_rerank,1,,
test2360,config2_dense_rerank,0,0,0.5
test2364,config2_dense_rerank,1,0,0.0
test2371,config2_dense_rerank,0,0,0.0588
test2372,config2_dense_rerank,0,0,0.7805
test2385,config2_dense_rerank,1,0,0.0
test2390,config2_dense_rerank,1,0,0.0
test2392,config2_dense_rerank,1,,
test2394,config2_dense_rerank,1,0,0.0
test2409,config2_dense_rerank,1,,
test2410,config2_dense_rerank,0,1,1.0
test2413,config2_dense_rerank,0,1,1.0
test2418,config2_dense_rerank,0,0,0.4762
test2435,config2_dense_rerank,0,,
test2437,config2_dense_rerank,1,,
test2440,config2_dense_rerank,1,0,0.0
test2442,config2_dense_rerank,0,0,0.1538
test2453,config2_dense_rerank,1,,
test2465,config2_dense_rerank,0,0,0.4935
test2472,config2_dense_rerank,1,,
test2477,config2_dense_rerank,0,,
test2484,config2_dense_rerank,0,0,0.6667
test2494,config2_dense_rerank,0,0,0.0
test2495,config2_dense_rerank,0,0,0.1379
test2505,config2_dense_rerank,1,0,0.0
test2533,config2_dense_rerank,1,0,0.0
test2536,config2_dense_rerank,0,0,0.1333
test2544,config2_dense_rerank,0,0,0.125
test2561,config2_dense_rerank,0,,
test2570,config2_dense_rerank,0,,
test2574,config2_dense_rerank,0,1,1.0
test2584,config2_dense_rerank,1,,
test2597,config2_dense_rerank,0,0,0.16
test2598,config2_dense_rerank,0,0,0.8
test2600,config2_dense_rerank,1,0,0.0
test2603,config2_dense_rerank,0,,
test2609,config2_dense_rerank,0,0,0.0
test2617,config2_dense_rerank,0,,
test2619,config2_dense_rerank,0,0,0.8182
test2621,config2_dense_rerank,0,,
test2625,config2_dense_rerank,0,0,0.2609
test2633,config2_dense_rerank,0,1,1.0
test2643,config2_dense_rerank,0,,
test2646,config2_dense_rerank,0,0,0.0
test2654,config2_dense_rerank,0,1,1.0
test2661,config2_dense_rerank,0,0,0.1538
test2671,config2_dense_rerank,0,0,0.1667
test2676,config2_dense_rerank,1,0,0.0
test2678,config2_dense_rerank,1,0,0.0
test2684,config2_dense_rerank,0,,
test2692,config2_dense_rerank,1,0,0.0
test2699,config2_dense_rerank,0,1,1.0
test2702,config2_dense_rerank,1,,
test2708,config2_dense_rerank,1,0,0.0
test2711,config2_dense_rerank,0,0,0.129
test2717,config2_dense_rerank,1,0,0.0
test2731,config2_dense_rerank,0,0,0.2581
test2735,config2_dense_rerank,1,0,0.1429
test2740,config2_dense_rerank,0,0,0.4828
test2743,config2_dense_rerank,0,0,0.2308
test2745,config2_dense_rerank,1,0,0.0
test2751,config2_dense_rerank,0,1,1.0
test2758,config2_dense_rerank,1,0,0.0
test2765,config2_dense_rerank,0,0,0.125
test2771,config2_dense_rerank,1,,
test2786,config2_dense_rerank,1,0,0.35
test2787,config2_dense_rerank,0,0,0.5
test2792,config2_dense_rerank,0,,
test2793,config2_dense_rerank,1,0,0.0
test2799,config2_dense_rerank,1,0,0.0
test2804,config2_dense_rerank,0,,
test2815,config2_dense_rerank,0,1,1.0
test2818,config2_dense_rerank,0,,
test2825,config2_dense_rerank,0,,
test2830,config2_dense_rerank,0,0,0.381
test2853,config2_dense_rerank,1,0,0.125
test2859,config2_dense_rerank,0,,
test2872,config2_dense_rerank,1,0,0.0667
test2874,config2_dense_rerank,1,,
test2881,config2_dense_rerank,0,1,1.0
test2885,config2_dense_rerank,0,0,0.5
test2890,config2_dense_rerank,0,0,0.1667
test2899,config2_dense_rerank,0,0,0.3333
test2920,config2_dense_rerank,0,0,0.0
test2932,config2_dense_rerank,1,0,0.0
test2933,config2_dense_rerank,1,,
test2939,config2_dense_rerank,1,,
test2940,config2_dense_rerank,1,,
test2942,config2_dense_rerank,1,0,0.0
test2947,config2_dense_rerank,1,0,0.0
test2952,config2_dense_rerank,1,,
test2957,config2_dense_rerank,1,0,0.0
test2962,config2_dense_rerank,0,1,1.0
test2982,config2_dense_rerank,1,0,0.0
test2986,config2_dense_rerank,1,0,0.0
test2988,config2_dense_rerank,1,0,0.0
test2989,config2_dense_rerank,1,0,0.0
test2992,config2_dense_rerank,1,,
test2997,config2_dense_rerank,1,0,0.0
test3013,config2_dense_rerank,1,0,0.1875
test3016,config2_dense_rerank,1,0,0.0
test3033,config2_dense_rerank,1,0,0.0
test3037,config2_dense_rerank,1,0,0.0
test3051,config2_dense_rerank,1,0,0.0
test3059,config2_dense_rerank,1,,
test3063,config2_dense_rerank,1,0,0.0
test3075,config2_dense_rerank,0,0,0.0
test3086,config2_dense_rerank,1,,
test3093,config2_dense_rerank,1,0,0.0
test3095,config2_dense_rerank,1,0,0.0
test3108,config2_dense_rerank,0,0,0.125
test3110,config2_dense_rerank,1,0,0.0
test3115,config2_dense_rerank,1,0,0.0741
test3120,config2_dense_rerank,1,0,0.0
test3123,config2_dense_rerank,1,0,0.0
test3127,config2_dense_rerank,1,0,0.0
test3132,config2_dense_rerank,1,0,0.0909
test3136,config2_dense_rerank,1,,
test3147,config2_dense_rerank,0,0,0.2222
test3148,config2_dense_rerank,0,0,0.0
test3157,config2_dense_rerank,1,0,0.0
test3163,config2_dense_rerank,0,0,0.0
test3166,config2_dense_rerank,1,0,0.0909
test3176,config2_dense_rerank,1,0,0.0
test3178,config2_dense_rerank,1,0,0.0
test3187,config2_dense_rerank,0,0,0.3333
test3189,config2_dense_rerank,1,0,0.0769
test3202,config2_dense_rerank,0,0,0.0
test3205,config2_dense_rerank,1,,
test3213,config2_dense_rerank,1,0,0.0
test3239,config2_dense_rerank,1,0,0.0
test3241,config2_dense_rerank,1,0,0.0
test3244,config2_dense_rerank,0,0,0.3077
test3248,config2_dense_rerank,1,0,0.0
test3259,config2_dense_rerank,1,,
test3261,config2_dense_rerank,1,0,0.0
test3283,config2_dense_rerank,1,,
test3297,config2_dense_rerank,1,0,0.0
test3300,config2_dense_rerank,1,0,0.0
test3305,config2_dense_rerank,1,,
test3308,config2_dense_rerank,1,0,0.0
test3311,config2_dense_rerank,1,0,0.0769
test3315,config2_dense_rerank,0,0,0.1765
test3328,config2_dense_rerank,0,0,0.0
test3334,config2_dense_rerank,1,0,0.1176
test3351,config2_dense_rerank,1,,
test3388,config2_dense_rerank,0,,
test3391,config2_dense_rerank,1,0,0.0
test3396,config2_dense_rerank,1,0,0.0
test3401,config2_dense_rerank,1,0,0.0
test3407,config2_dense_rerank,1,0,0.0
test3408,config2_dense_rerank,1,0,0.0
test3409,config2_dense_rerank,1,0,0.0
test3420,config2_dense_rerank,1,0,0.0
test3424,config2_dense_rerank,1,0,0.0
test3426,config2_dense_rerank,1,0,0.0
test3436,config2_dense_rerank,0,0,0.1515
test3444,config2_dense_rerank,0,0,0.1333
test3450,config2_dense_rerank,1,0,0.0
test2,config3_hybrid,0,0,0.5714
test8,config3_hybrid,1,0,0.0
test13,config3_hybrid,0,0,0.2
test14,config3_hybrid,0,0,0.3
test26,config3_hybrid,1,0,0.0
test29,config3_hybrid,1,,
test32,config3_hybrid,0,0,0.125
test38,config3_hybrid,1,0,0.0
test39,config3_hybrid,1,0,0.0741
test47,config3_hybrid,0,0,0.383
test60,config3_hybrid,0,0,0.2553
test79,config3_hybrid,0,1,1.0
test86,config3_hybrid,1,0,0.0
test102,config3_hybrid,1,0,0.0
test108,config3_hybrid,0,0,0.5
test122,config3_hybrid,1,0,0.3077
test128,config3_hybrid,1,,
test130,config3_hybrid,0,1,1.0
test131,config3_hybrid,1,0,0.0625
test147,config3_hybrid,0,0,0.3704
test162,config3_hybrid,1,0,0.0
test163,config3_hybrid,0,1,1.0
test171,config3_hybrid,0,0,0.2857
test177,config3_hybrid,1,0,0.0
test180,config3_hybrid,0,0,0.1333
test187,config3_hybrid,1,0,0.0
test192,config3_hybrid,0,,
test205,config3_hybrid,0,0,0.16
test207,config3_hybrid,0,0,0.1818
test208,config3_hybrid,0,0,0.4167
test221,config3_hybrid,0,0,0.2222
test229,config3_hybrid,1,0,0.0
test232,config3_hybrid,0,0,0.0
test234,config3_hybrid,0,,
test237,config3_hybrid,0,,
test239,config3_hybrid,0,0,0.0909
test240,config3_hybrid,1,,
test241,config3_hybrid,1,,
test248,config3_hybrid,0,1,1.0
test249,config3_hybrid,0,0,0.0
test260,config3_hybrid,1,0,0.0
test262,config3_hybrid,1,,
test271,config3_hybrid,1,0,0.0
test276,config3_hybrid,0,0,0.2609
test278,config3_hybrid,0,0,0.7647
test280,config3_hybrid,1,0,0.0
test281,config3_hybrid,0,0,0.1111
test283,config3_hybrid,0,0,0.2105
test284,config3_hybrid,1,,
test290,config3_hybrid,0,,
test292,config3_hybrid,1,0,0.0
test297,config3_hybrid,0,0,0.0
test300,config3_hybrid,1,0,0.0
test308,config3_hybrid,0,1,1.0
test322,config3_hybrid,0,,
test326,config3_hybrid,0,0,0.6415
test328,config3_hybrid,0,0,0.2857
test335,config3_hybrid,0,0,0.0889
test350,config3_hybrid,1,,
test356,config3_hybrid,1,,
test372,config3_hybrid,0,0,0.75
test378,config3_hybrid,0,0,0.35
test379,config3_hybrid,1,,
test382,config3_hybrid,0,,
test383,config3_hybrid,0,0,0.303
test386,config3_hybrid,0,,
test396,config3_hybrid,1,0,0.0
test397,config3_hybrid,1,0,0.0
test401,config3_hybrid,0,1,1.0
test403,config3_hybrid,0,,
test409,config3_hybrid,1,0,0.0
test413,config3_hybrid,0,1,1.0
test418,config3_hybrid,0,1,1.0
test419,config3_hybrid,1,0,0.0
test421,config3_hybrid,0,1,1.0
test424,config3_hybrid,1,0,0.0
test435,config3_hybrid,1,0,0.0
test438,config3_hybrid,1,0,0.0
test447,config3_hybrid,0,,
test449,config3_hybrid,1,,
test456,config3_hybrid,0,0,0.2222
test458,config3_hybrid,0,0,0.4
test469,config3_hybrid,1,0,0.0
test472,config3_hybrid,0,1,1.0
test491,config3_hybrid,0,0,0.3333
test495,config3_hybrid,1,0,0.0
test511,config3_hybrid,1,0,0.0
test515,config3_hybrid,0,,
test522,config3_hybrid,1,0,0.0
test525,config3_hybrid,1,0,0.0
test535,config3_hybrid,0,0,0.0476
test536,config3_hybrid,1,0,0.0
test541,config3_hybrid,0,1,1.0
test542,config3_hybrid,1,0,0.0
test550,config3_hybrid,1,0,0.0645
test566,config3_hybrid,1,0,0.0
test571,config3_hybrid,1,0,0.0
test574,config3_hybrid,0,0,0.4211
test585,config3_hybrid,1,0,0.0
test606,config3_hybrid,1,0,0.0
test610,config3_hybrid,0,0,0.5455
test626,config3_hybrid,1,0,0.0
test634,config3_hybrid,1,0,0.1429
test636,config3_hybrid,0,,
test644,config3_hybrid,0,1,1.0
test646,config3_hybrid,0,0,0.0833
test647,config3_hybrid,0,1,1.0
test653,config3_hybrid,0,0,0.2
test655,config3_hybrid,1,,
test661,config3_hybrid,1,0,0.0455
test666,config3_hybrid,1,0,0.0
test669,config3_hybrid,1,0,0.0556
test674,config3_hybrid,0,,
test676,config3_hybrid,0,0,0.5946
test681,config3_hybrid,1,0,0.0
test700,config3_hybrid,0,0,0.25
test731,config3_hybrid,0,0,0.3158
test751,config3_hybrid,0,1,1.0
test761,config3_hybrid,0,,
test777,config3_hybrid,0,0,0.2609
test779,config3_hybrid,1,0,0.0
test784,config3_hybrid,0,0,0.0
test787,config3_hybrid,1,0,0.0
test814,config3_hybrid,0,1,1.0
test823,config3_hybrid,0,1,1.0
test833,config3_hybrid,1,0,0.0
test836,config3_hybrid,0,,
test858,config3_hybrid,0,0,0.2222
test860,config3_hybrid,0,0,0.1
test862,config3_hybrid,0,1,1.0
test864,config3_hybrid,1,,
test867,config3_hybrid,1,0,0.0
test870,config3_hybrid,0,0,0.6
test873,config3_hybrid,1,0,0.0
test875,config3_hybrid,1,0,0.0
test877,config3_hybrid,1,0,0.0
test881,config3_hybrid,0,0,0.6667
test891,config3_hybrid,0,1,1.0
test895,config3_hybrid,0,0,0.5
test898,config3_hybrid,0,0,0.1053
test899,config3_hybrid,1,0,0.1026
test902,config3_hybrid,0,0,0.4286
test914,config3_hybrid,0,0,0.1818
test920,config3_hybrid,0,,
test933,config3_hybrid,0,0,0.0526
test937,config3_hybrid,1,0,0.0
test938,config3_hybrid,1,0,0.0
test942,config3_hybrid,0,0,0.6452
test952,config3_hybrid,1,0,0.0
test953,config3_hybrid,0,,
test963,config3_hybrid,1,0,0.0455
test968,config3_hybrid,0,0,0.2667
test974,config3_hybrid,0,0,0.1667
test977,config3_hybrid,1,0,0.0
test980,config3_hybrid,1,0,0.0
test986,config3_hybrid,1,0,0.0
test995,config3_hybrid,0,0,0.1111
test1000,config3_hybrid,1,0,0.0
test1002,config3_hybrid,1,,
test1003,config3_hybrid,0,1,1.0
test1008,config3_hybrid,1,,
test1010,config3_hybrid,0,,
test1015,config3_hybrid,0,0,0.3103
test1018,config3_hybrid,0,0,0.2857
test1022,config3_hybrid,1,0,0.0
test1023,config3_hybrid,0,0,0.2857
test1028,config3_hybrid,1,,
test1029,config3_hybrid,0,0,0.6667
test1068,config3_hybrid,0,0,0.0
test1072,config3_hybrid,0,0,0.0
test1076,config3_hybrid,0,0,0.0
test1078,config3_hybrid,1,0,0.0
test1081,config3_hybrid,0,1,1.0
test1083,config3_hybrid,0,0,0.0
test1084,config3_hybrid,0,1,1.0
test1085,config3_hybrid,0,0,0.381
test1086,config3_hybrid,1,0,0.0
test1087,config3_hybrid,0,0,0.2857
test1092,config3_hybrid,0,,
test1093,config3_hybrid,1,0,0.0
test1096,config3_hybrid,0,0,0.8
test1105,config3_hybrid,0,0,0.5333
test1115,config3_hybrid,1,0,0.0
test1126,config3_hybrid,0,0,0.8
test1133,config3_hybrid,1,0,0.0
test1138,config3_hybrid,1,0,0.0
test1139,config3_hybrid,1,,
test1140,config3_hybrid,0,,
test1154,config3_hybrid,0,,
test1167,config3_hybrid,0,0,0.2667
test1168,config3_hybrid,0,0,0.5333
test1185,config3_hybrid,1,0,0.0
test1200,config3_hybrid,0,0,0.2667
test1202,config3_hybrid,1,,
test1215,config3_hybrid,1,0,0.0
test1222,config3_hybrid,0,0,0.6667
test1226,config3_hybrid,0,0,0.8889
test1228,config3_hybrid,1,,
test1239,config3_hybrid,0,0,0.5667
test1259,config3_hybrid,0,0,0.5333
test1262,config3_hybrid,0,0,0.5556
test1276,config3_hybrid,0,0,0.2222
test1284,config3_hybrid,1,,
test1286,config3_hybrid,0,0,0.2222
test1288,config3_hybrid,1,0,0.2069
test1292,config3_hybrid,0,0,0.3529
test1295,config3_hybrid,1,0,0.0
test1327,config3_hybrid,0,,
test1328,config3_hybrid,0,0,0.2727
test1353,config3_hybrid,0,0,0.0
test1366,config3_hybrid,1,0,0.0
test1378,config3_hybrid,1,0,0.0
test1384,config3_hybrid,0,0,0.5
test1389,config3_hybrid,0,0,0.5
test1393,config3_hybrid,0,0,0.2857
test1404,config3_hybrid,1,,
test1408,config3_hybrid,1,0,0.0
test1429,config3_hybrid,0,,
test1448,config3_hybrid,0,0,0.5455
test1451,config3_hybrid,0,0,0.1538
test1455,config3_hybrid,0,,
test1465,config3_hybrid,0,0,0.5926
test1470,config3_hybrid,0,0,0.0
test1481,config3_hybrid,1,0,0.2
test1482,config3_hybrid,1,0,0.0
test1486,config3_hybrid,1,0,0.0
test1493,config3_hybrid,1,,
test1494,config3_hybrid,0,0,0.3077
test1512,config3_hybrid,0,0,0.7059
test1513,config3_hybrid,0,0,0.2222
test1516,config3_hybrid,1,0,0.0
test1529,config3_hybrid,0,0,0.4444
test1531,config3_hybrid,0,,
test1550,config3_hybrid,0,0,0.0435
test1552,config3_hybrid,0,0,0.0444
test1554,config3_hybrid,0,0,0.6349
test1556,config3_hybrid,1,0,0.16
test1563,config3_hybrid,0,0,0.4
test1576,config3_hybrid,0,,
test1599,config3_hybrid,1,0,0.0
test1620,config3_hybrid,0,0,0.1905
test1621,config3_hybrid,1,0,0.0
test1634,config3_hybrid,1,0,0.1379
test1635,config3_hybrid,1,,
test1642,config3_hybrid,0,0,0.3
test1643,config3_hybrid,0,1,1.0
test1649,config3_hybrid,1,0,0.0
test1653,config3_hybrid,1,0,0.0
test1664,config3_hybrid,1,0,0.0
test1667,config3_hybrid,1,0,0.0714
test1683,config3_hybrid,1,0,0.0
test1717,config3_hybrid,1,0,0.0
test1718,config3_hybrid,0,1,1.0
test1728,config3_hybrid,0,0,0.0
test1729,config3_hybrid,0,,
test1731,config3_hybrid,1,0,0.0
test1732,config3_hybrid,0,0,0.48
test1733,config3_hybrid,1,0,0.0
test1734,config3_hybrid,0,1,1.0
test1751,config3_hybrid,0,0,0.2222
test1754,config3_hybrid,1,,
test1760,config3_hybrid,1,0,0.0
test1765,config3_hybrid,0,0,0.24
test1780,config3_hybrid,0,0,0.0
test1794,config3_hybrid,0,,
test1809,config3_hybrid,0,,
test1815,config3_hybrid,0,0,0.8214
test1837,config3_hybrid,1,0,0.0
test1839,config3_hybrid,1,0,0.0
test1849,config3_hybrid,1,0,0.0
test1857,config3_hybrid,1,0,0.0
test1858,config3_hybrid,0,0,0.1379
test1863,config3_hybrid,1,,
test1872,config3_hybrid,1,,
test1877,config3_hybrid,0,1,1.0
test1879,config3_hybrid,0,0,0.24
test1881,config3_hybrid,0,0,0.1
test1893,config3_hybrid,0,,
test1894,config3_hybrid,1,0,0.0
test1912,config3_hybrid,1,0,0.0
test1917,config3_hybrid,1,0,0.0
test1936,config3_hybrid,0,0,0.1176
test1937,config3_hybrid,0,1,1.0
test1946,config3_hybrid,1,0,0.0
test1952,config3_hybrid,0,0,0.3636
test1971,config3_hybrid,0,0,0.2857
test1988,config3_hybrid,0,,
test1989,config3_hybrid,0,1,1.0
test1990,config3_hybrid,0,1,1.0
test1993,config3_hybrid,1,,
test2001,config3_hybrid,1,,
test2021,config3_hybrid,0,0,0.0667
test2044,config3_hybrid,1,0,0.0
test2050,config3_hybrid,0,0,0.0392
test2059,config3_hybrid,0,1,1.0
test2069,config3_hybrid,1,0,0.0
test2070,config3_hybrid,0,0,0.2105
test2072,config3_hybrid,0,0,0.5
test2079,config3_hybrid,0,1,1.0
test2080,config3_hybrid,1,,
test2087,config3_hybrid,1,0,0.0
test2105,config3_hybrid,0,0,0.5
test2119,config3_hybrid,0,0,0.2857
test2141,config3_hybrid,1,0,0.0702
test2161,config3_hybrid,1,0,0.0
test2166,config3_hybrid,0,1,1.0
test2167,config3_hybrid,0,,
test2172,config3_hybrid,0,1,1.0
test2175,config3_hybrid,0,0,0.3077
test2181,config3_hybrid,1,,
test2187,config3_hybrid,1,,
test2196,config3_hybrid,0,,
test2199,config3_hybrid,1,,
test2202,config3_hybrid,1,0,0.1333
test2207,config3_hybrid,0,0,0.4286
test2208,config3_hybrid,0,0,0.6667
test2209,config3_hybrid,1,,
test2214,config3_hybrid,0,0,0.1176
test2220,config3_hybrid,0,,
test2225,config3_hybrid,0,0,0.0
test2232,config3_hybrid,1,0,0.0
test2233,config3_hybrid,0,0,0.16
test2234,config3_hybrid,0,0,0.0
test2251,config3_hybrid,0,0,0.24
test2254,config3_hybrid,0,0,0.5
test2259,config3_hybrid,1,,
test2261,config3_hybrid,0,0,0.3256
test2263,config3_hybrid,0,0,0.375
test2266,config3_hybrid,0,0,0.2143
test2268,config3_hybrid,0,0,0.6667
test2271,config3_hybrid,0,1,1.0
test2276,config3_hybrid,0,,
test2281,config3_hybrid,0,0,0.4286
test2293,config3_hybrid,0,0,0.2222
test2297,config3_hybrid,0,0,0.4444
test2298,config3_hybrid,0,0,0.4286
test2299,config3_hybrid,0,1,1.0
test2306,config3_hybrid,0,0,0.16
test2315,config3_hybrid,0,1,1.0
test2323,config3_hybrid,0,0,0.8718
test2333,config3_hybrid,1,0,0.0
test2338,config3_hybrid,1,,
test2360,config3_hybrid,0,0,0.5
test2364,config3_hybrid,1,0,0.0
test2371,config3_hybrid,1,0,0.0
test2372,config3_hybrid,0,0,0.8649
test2385,config3_hybrid,1,0,0.0
test2390,config3_hybrid,1,0,0.0
test2392,config3_hybrid,1,,
test2394,config3_hybrid,1,0,0.1277
test2409,config3_hybrid,1,,
test2410,config3_hybrid,1,0,0.0
test2413,config3_hybrid,0,1,1.0
test2418,config3_hybrid,0,0,0.4762
test2435,config3_hybrid,0,,
test2437,config3_hybrid,1,,
test2440,config3_hybrid,1,0,0.0
test2442,config3_hybrid,0,0,0.1538
test2453,config3_hybrid,0,,
test2465,config3_hybrid,0,0,0.4118
test2472,config3_hybrid,1,,
test2477,config3_hybrid,1,,
test2484,config3_hybrid,0,0,0.6667
test2494,config3_hybrid,1,0,0.0
test2495,config3_hybrid,0,0,0.2667
test2505,config3_hybrid,1,0,0.0
test2533,config3_hybrid,0,0,0.2143
test2536,config3_hybrid,0,0,0.625
test2544,config3_hybrid,0,0,0.25
test2561,config3_hybrid,0,,
test2570,config3_hybrid,1,,
test2574,config3_hybrid,0,1,1.0
test2584,config3_hybrid,1,,
test2597,config3_hybrid,1,0,0.0
test2598,config3_hybrid,0,0,0.2727
test2600,config3_hybrid,1,0,0.0
test2603,config3_hybrid,0,,
test2609,config3_hybrid,0,0,0.0
test2617,config3_hybrid,0,,
test2619,config3_hybrid,0,0,0.8182
test2621,config3_hybrid,1,,
test2625,config3_hybrid,0,0,0.3529
test2633,config3_hybrid,0,1,1.0
test2643,config3_hybrid,0,,
test2646,config3_hybrid,1,0,0.0
test2654,config3_hybrid,0,1,1.0
test2661,config3_hybrid,0,0,0.0
test2671,config3_hybrid,0,0,0.1176
test2676,config3_hybrid,1,0,0.0
test2678,config3_hybrid,1,0,0.0
test2684,config3_hybrid,0,,
test2692,config3_hybrid,0,0,0.25
test2699,config3_hybrid,0,1,1.0
test2702,config3_hybrid,1,,
test2708,config3_hybrid,0,0,0.0
test2711,config3_hybrid,0,0,0.129
test2717,config3_hybrid,1,0,0.0
test2731,config3_hybrid,0,0,0.4
test2735,config3_hybrid,1,0,0.0
test2740,config3_hybrid,1,0,0.0
test2743,config3_hybrid,0,0,0.2308
test2745,config3_hybrid,1,0,0.0
test2751,config3_hybrid,0,0,0.1053
test2758,config3_hybrid,1,0,0.0
test2765,config3_hybrid,0,0,0.1667
test2771,config3_hybrid,1,,
test2786,config3_hybrid,1,0,0.2692
test2787,config3_hybrid,1,0,0.0
test2792,config3_hybrid,0,,
test2793,config3_hybrid,0,0,0.0556
test2799,config3_hybrid,1,0,0.0
test2804,config3_hybrid,0,,
test2815,config3_hybrid,0,1,1.0
test2818,config3_hybrid,1,,
test2825,config3_hybrid,0,,
test2830,config3_hybrid,0,0,0.8
test2853,config3_hybrid,0,0,0.0
test2859,config3_hybrid,0,,
test2872,config3_hybrid,1,0,0.0667
test2874,config3_hybrid,1,,
test2881,config3_hybrid,0,1,1.0
test2885,config3_hybrid,0,0,0.1333
test2890,config3_hybrid,0,0,0.3429
test2899,config3_hybrid,0,0,0.3333
test2920,config3_hybrid,0,0,0.0
test2932,config3_hybrid,1,0,0.0
test2933,config3_hybrid,1,,
test2939,config3_hybrid,1,,
test2940,config3_hybrid,1,,
test2942,config3_hybrid,1,0,0.0
test2947,config3_hybrid,1,0,0.0
test2952,config3_hybrid,1,,
test2957,config3_hybrid,1,0,0.0
test2962,config3_hybrid,0,0,0.6154
test2982,config3_hybrid,1,0,0.0
test2986,config3_hybrid,1,0,0.0
test2988,config3_hybrid,1,0,0.0
test2989,config3_hybrid,1,0,0.0
test2992,config3_hybrid,1,,
test2997,config3_hybrid,1,0,0.0
test3013,config3_hybrid,1,0,0.0
test3016,config3_hybrid,1,0,0.0
test3033,config3_hybrid,1,0,0.0
test3037,config3_hybrid,1,0,0.0
test3051,config3_hybrid,1,0,0.0
test3059,config3_hybrid,1,,
test3063,config3_hybrid,1,0,0.0
test3075,config3_hybrid,1,0,0.0
test3086,config3_hybrid,1,,
test3093,config3_hybrid,1,0,0.0
test3095,config3_hybrid,1,0,0.0
test3108,config3_hybrid,0,0,0.1538
test3110,config3_hybrid,1,0,0.0
test3115,config3_hybrid,1,0,0.0588
test3120,config3_hybrid,1,0,0.0
test3123,config3_hybrid,1,0,0.0
test3127,config3_hybrid,1,0,0.0
test3132,config3_hybrid,1,0,0.0
test3136,config3_hybrid,1,,
test3147,config3_hybrid,0,0,0.0714
test3148,config3_hybrid,0,0,0.0
test3157,config3_hybrid,1,0,0.0
